NCPPB ID	BioSample	NCBI strain	NCBI assemblies	PhytoBacExplorer assemblies	NCPPB_number	taxon	genus	species	sub_species	pathovar	catalogue_name	name_as_received	synonyms	organism_author	organism_type	type_strain	pathotype_strain	country_of_origin	country_of_isolation	location	location_name	host	isolated_from	isolated_by	donor	donor_institution	donor_reference	year_of_accession	year_of_isolation	pathogenic_to	pathogenicity_confirmed	literature	public_notes	other_collections	sequence_types	sequenced	sequencing_notes	url_link_ncbi	url_link_q_bank	detail_url	Basis for match
NCPPB 353					353	Trinickia caryophylli					Burkholderia caryophylli (Burkholder 1942) Yabuuchi et al. 1993	Pseudomonas caryophylli	Pseudomonas caryophylli (Burkholder 1942) Starr and Burkholder 1942, Burkholderia caryophylli (Burkholder 1942) Yabuuchi et al. 1993, Paraburkholderia caryophilli (Yabuuchi et al. 1993) Sawana et al. 2014	(Burkholder 1942) Estrada-de Los Santos et al. 2018	Bacteria	No	No	USA		2	NCPPB Primary Storage				W.J. Dowson	ex ATCC		1954			No		Cross reacts with Ralstonisa solanacearum polyclonal antisera	SMT 54		No				https://ncppb.fera.co.uk/furtherinfo/353	
NCPPB 359					359	Acidovorax avenae					Acidovorax avenae subsp. avenae (Manns 1909) Willems et al. 1992	Pseudomonas rubrilineans	Acidovorax avenae subsp. avenae (Manns 1909) Willems et al. 1992, Pseudomonas avenae subsp. avenae Manns 1909	(Manns 1909) Willems et al. 1992	Bacteria	No	No	Mauritius		2	NCPPB Primary Storage	Saccharum officinarum			G. Orian			1955			No		WGS confirms this strain is A. avenae (NCPPB March 2025). WGS (NCPPB May 2025) places this organism in a clade of other A. avenae strains mostly isolated from Saccharum officinarum, but not the type strain or A. sacchari.	ATCC 12529, ICMP 251		No				https://ncppb.fera.co.uk/furtherinfo/359	
NCPPB 360					360	Acidovorax avenae					Acidovorax avenae subsp. avenae (Manns 1909) Willems et al. 1992	Pseudomonas rubrilineans	Acidovorax avenae subsp. avenae (Manns 1909) Willems et al. 1992, Pseudomonas avenae subsp. avenae Manns 1909	(Manns 1909) Willems et al. 1992	Bacteria	No	No	Mauritius		2	NCPPB Primary Storage	Saccharum officinarum			G. Orian			1955			No		WGS confirms this strain is A. avenae (NCPPB March 2025)	ATCC 12530		No				https://ncppb.fera.co.uk/furtherinfo/360	
NCPPB 365					365	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	UK		2	NCPPB Primary Storage	Forsythia suspensa			J Rishbeth			1955	1955		No		REP-PCR close to lilac strains of P.s.syringae. REP-PCR exclusive lilac /forsythia group.Genomospecies 1?			No				https://ncppb.fera.co.uk/furtherinfo/365	
NCPPB 366					366	Pseudomonas sp.					Pseudomonas marginalis pv. marginalis (Brown 1918) Stevens 1925	P. syringae	Pseudomonas sp. Migula 1894	(Brown 1918) Stevens 1925	Bacteria	No	No	UK		2	NCPPB Primary Storage	Brassica oleracea var. gemmifera			J. Rishbeth			1955			Yes		Whole genome sequencing indicates this strain is not P. marginalis (NCPPB July 2023)			No				https://ncppb.fera.co.uk/furtherinfo/366	
NCPPB 367					367	Pseudomonas sp.					Pseudomonas sp.	Pseudomonas syringae (not pathogenic)		Migula 1894	Bacteria	No	No	UK		2	NCPPB Primary Storage	Lactuca sativa			J. Rishbeth			1955			No		Fatty acids typical of Pseudomonas sp. LOPAT Group Vb.Associated with plant material not known to be pathogenic.			No				https://ncppb.fera.co.uk/furtherinfo/367	
NCPPB 380					380	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas phaseolicola Burkholder 1926	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	Sweden		2	NCPPB Primary Storage				L. Nilsson			1956	1936		Yes		Race 2			No				https://ncppb.fera.co.uk/furtherinfo/380	
NCPPB 383					383	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	Netherlands		2	NCPPB Primary Storage	Magnolia sp.		R.A. Lelliott				1956	1956		Yes		REP-PCR close to pv.tomato/maculicola group.Genomospecies 3?	ICMP 3886		No				https://ncppb.fera.co.uk/furtherinfo/383	
NCPPB 384					384	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	UK		2	NCPPB Primary Storage	Magnolia sp.		R.A. Lelliott				1956	1956		Yes			ICMP 4369		No				https://ncppb.fera.co.uk/furtherinfo/384	
NCPPB 385					385	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	UK		2	NCPPB Primary Storage	Magnolia sp.		R.A. Lelliott				1956	1956		Yes			ICMP 4488		No				https://ncppb.fera.co.uk/furtherinfo/385	
NCPPB 386					386	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	Netherlands		2	NCPPB Primary Storage	Magnolia sp.		R.A. Lelliott				1956	1956		Yes		REP-PCR close to pv.tomato/maculicola group. Possibly genomospecies 3	ICMP 4376		No				https://ncppb.fera.co.uk/furtherinfo/386	
NCPPB 387	SAMN02471301 SAMN04102821 	  	GCF_000233795.1 GCF_002699965.1 		387	Pseudomonas sp.					Pseudomonas tolaasii Paine 1919	Pseudomonas tolaasii	Pseudomonas tolaasii Paine 1919, Pseudomonas reactans Iacobellis & Cantore 2003	Migula 1894	Bacteria	No	No	UK		2	NCPPB Primary Storage	Agaricus bisporus			I.F. Storey			1957	1957		Yes		This strain was thought to be P. tolaasii; our WGS studies show it lies in a clade synonymous with Pseudomonas reactans. The taxonomic name P. reactans (N. S. Iacobellis & P. Lo Cantore 2003) has not been validly published under the rules of the International Code of Nomenclature of Bacteria	ATCC 14340, ICMP 2837		No				https://ncppb.fera.co.uk/furtherinfo/387	 strain = NCPPB 3871; title = Sample from Pseudomonas syringae pv. actinidiae str. NCPPB 3871;  strain = NCPPB 3871; 
NCPPB 388					388	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas oryzicola		van Hall 1902	Bacteria	No	No	Hungary		2	NCPPB Primary Storage	Oryza sativa			Z. Klement		A289	1957			No			ATCC 19874, ICMP 3876		No				https://ncppb.fera.co.uk/furtherinfo/388	
NCPPB 389					389	Pseudomonas viridiflava					Pseudomonas viridiflava (Burkholder 1930) Dowson 1939	Pseudomonas syringae var. capsisci		(Burkholder 1930) Dowson 1939	Bacteria	No	No	Hungary		2	NCPPB Primary Storage	Capsicum frutescens			Z. Klement		J201	1957			No		LOPAT Group II			No				https://ncppb.fera.co.uk/furtherinfo/389	
NCPPB 446					446	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Trinidad		2	NCPPB Primary Storage	Musa sp		A.C. Hayward				1957	1957		Yes		Biovar I.	ICPB PS150		No				https://ncppb.fera.co.uk/furtherinfo/446	
NCPPB 448					448	Xylophilus sp.					Xylophilus sp.	Pseudomonas fastidiosa		Willems et al. 1987	Bacteria	No	No	UK		2	NCPPB Primary Storage	Pelargonium zonale		R.A. Lelliott Pe14				1957	1957		Yes		Fatty acid profile typical of Xylophilus sp . Pathogenic.	ICPB PF104		No				https://ncppb.fera.co.uk/furtherinfo/448	
NCPPB 450					450	Robbsia andropogonis					Burkholderia andropogonis (Smith 1911) Gillis et al. 1995	Pseudomonas stizolobii	Pseudomonas andropogonis (Smith 1911) Stapp 1928, Burkholderia adropogonis (Smith 1911) Gillis et al. 1995, Paraburkholderia andropogonis (Gillis et al. 1995) Sawana et al. 2014	Lopes-Santos et al 2017	Bacteria	No	No	USA		2	NCPPB Primary Storage	Trifolium repens		W.H. Burkholder PS23				1957	1954		No			ATCC 12636, ICMP 3997		No				https://ncppb.fera.co.uk/furtherinfo/450	
NCPPB 451					451	Robbsia andropogonis					Burkholderia andropogonis (Smith 1911) Gillis et al. 1995	Pseudomonas stizolobii	Pseudomonas andropogonis (Smith 1911) Stapp 1928, Burkholderia adropogonis (Smith 1911) Gillis et al. 1995, Paraburkholderia andropogonis (Gillis et al. 1995) Sawana et al. 2014	Lopes-Santos et al 2017	Bacteria	No	No	USA		2	NCPPB Primary Storage	Trifolium repens		W.H. Burkholder PS26				1957	1955		No					No				https://ncppb.fera.co.uk/furtherinfo/451	
NCPPB 461					461	Acetobacter pasteurianus						Pseudomonas melophthora.		(Hansen 1879) Beijerinck & Folpmers 1916 = [Pseudomonas pomi Cole 1959] not valid . Dhanvantari et al. (1978) refers.	Bacteria	No	No	UK		2	NCPPB Primary Storage	Malus sylvestris		M. Cole 2A				1957	1955		Yes	Cole, M. 1959. Ann. Appl. Biol. 47: 601	Gram positive (NCPPB). FAP indicates possible relation to Gluconobacter (06/08/03)			No				https://ncppb.fera.co.uk/furtherinfo/461	
NCPPB 462	SAMN44673090 	 			462	Acetobacter pasteurianus						Pseudomonas melophthora.		(Hansen 1879) Beijerinck & Folpmers 1916 = [Pseudomonas pomi Cole 1959] not valid . Dhanvantari et al. (1978) refers.	Bacteria	No	No	UK		2	NCPPB Primary Storage	Malus sylvestris		M. Cole 4A				1957	1955		Yes	Cole, M. 1959. Ann. Appl. Biol. 47: 601	Gram positive (NCPPB). FAP indicates possible relation to Gluconobacter (06/08/03)			No				https://ncppb.fera.co.uk/furtherinfo/462	 strain = NCPPB 4620; 
NCPPB 463					463	Acetobacter pasteurianus						Pseudomonas pomi		(Hansen 1879) Beijerinck & Folpmers 1916 = [Pseudomonas pomi Cole 1959] not valid . Dhanvantari et al. (1978) refers.	Bacteria	Yes	No	UK		2	NCPPB Primary Storage	Malus sylvestris		M. Cole 1A				1957	1955		Yes			ATCC 19877, ICPB PP180, ICMP 8878, LMG 1805		No				https://ncppb.fera.co.uk/furtherinfo/463	
NCPPB 467					467	Pseudomonas syringae pv. lachrymans					Pseudomonas syringae pv. lachrymans (Smith & Bryan 1915) Young, Dye & Wilkie 1978	Pseudomonas lachrymans		(Smith & Bryan 1915) Young, Dye & Wilkie 1978	Bacteria	No	No	UK		2	NCPPB Primary Storage	Cucumis sativus		R.A. Lelliott Cu4				1957	1957		Yes					No				https://ncppb.fera.co.uk/furtherinfo/467	
NCPPB 500					500	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Mauritius				Vicia faba		ex G. Orian	W.J. Dowson		381	1957	1956		Yes		Biovar III. Phylotype I (NCPPB  May 2021)							https://ncppb.fera.co.uk/furtherinfo/500	
NCPPB 501					501	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Mauritius				Brassica oleracea var. capitata		ex G. Orian	W.J. Dowson		382	1957	1956		No		Biovar III. Phylotype I (NCPPB May 2021)							https://ncppb.fera.co.uk/furtherinfo/501	
NCPPB 503					503	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Mauritius				Dahlia sp		ex G. Orian	W.J. Dowson		384	1957	1956		No		Biovar III. Phylotype I (NCPPB  May 2021)							https://ncppb.fera.co.uk/furtherinfo/503	
NCPPB 505					505	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Zimbabwe				Symphytum sp		ex G.R. Bates	W.J. Dowson		387	1957	1956		No		Biovar I.							https://ncppb.fera.co.uk/furtherinfo/505	
NCPPB 506					506	Pseudomonas sp.					Pseudomonas sp.	P. marginalis		Migula 1894	Bacteria	No	No	UK		2	NCPPB Primary Storage	Dahlia sp.		ex A.M. Paton	W.J. Dowson		388	1957	1955		Yes		LOPAT Gp Vb (NCPPB). Pathogenic.			No				https://ncppb.fera.co.uk/furtherinfo/506	
NCPPB 512					512	Pseudomonas syringae pv. garcae					Pseudomonas syringae pv. garcae (Amaral et al. 1956) Young, Dye & Wilkie 1978	Pseudomonas garcae		(do Amaral et al. 1956) Young, Dye & Wilkie 1978	Bacteria	No	No	Brazil		2	NCPPB Primary Storage	Coffea arabica.		ex A.P. Viegas	W.J. Dowson		393	1957	1956		No					No				https://ncppb.fera.co.uk/furtherinfo/512	
NCPPB 519					519	Herbaspirillum rubrisubalbicans					Herbaspirillum rubrisubalbicans (Christopher and Edgerton 1930) Baldani et al. 1996	Pseudomonas rubrilineans	Pseudomonas rubrisubalbicans (Christopher and Edgerton 1930) Baldani et al. 1996	(Christopher and Edgerton 1930) Baldani et al. 1996	Bacteria	No	No	Mauritius		2	NCPPB Primary Storage	Saccharum officinarum		ex G. Orian MSOL5	W.J. Dowson		404	1957	1956		No					No				https://ncppb.fera.co.uk/furtherinfo/519	
NCPPB 522					522	Acidovorax avenae					Acidovorax avenae subsp. avenae (Manns 1909) Willems et al. 1992	Pseudomonas rubrilineans	Acidovorax avenae subsp. avenae (Manns 1909) Willems et al. 1992, Pseudomonas avenae subsp. avenae Manns 1909	(Manns 1909) Willems et al. 1992	Bacteria	No	No	Mauritius		2	NCPPB Primary Storage	Saccharum officinarum		ex G. Orian RS31	W.J. Dowson		407	1957	1956		No		WGS confirms this strain is A. avenae (NCPPB March 2025). WGS (NCPPB May 2025) places this organism in a clade of other A. avenae strains mostly isolated from Saccharum officinarum, but not the type strain or A. sacchari.			No				https://ncppb.fera.co.uk/furtherinfo/522	
NCPPB 524					524	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	UK		2	NCPPB Primary Storage	Syringa vulgaris		ex J. Rishbeth	W.J. Dowson		410	1957	1957		Yes		REP-PCR exclusive lilac /forsythia group.Genomospecies 1?	ICMP 3475		No				https://ncppb.fera.co.uk/furtherinfo/524	
NCPPB 530					530	Xylophilus sp.					Xylophilus sp.	Pseudomonas fastidiosa		Willems et al. 1987	Bacteria	No	No	UK		2	NCPPB Primary Storage	Pelargonium zonale		R.A. Lelliott Pe12				1957	1957		Yes		Fatty acid profile typical of Xylophilus sp .	ICPB PF105		No				https://ncppb.fera.co.uk/furtherinfo/530	
NCPPB 531					531	Xylophilus sp.					Xylophilus sp.	Pseudomonas fastidiosa		Willems et al. 1987	Bacteria	No	No	UK		2	NCPPB Primary Storage			R.A. Lelliott Pe14				1957	1957		Yes		Fatty acid profile typical of Xylophilus sp .	ICPB PF106		No				https://ncppb.fera.co.uk/furtherinfo/531	
NCPPB 532					532	Xylophilus sp.					Xylophilus sp.	Pseudomonas fastidiosa		Willems et al. 1987	Bacteria	No	No	UK				Pelargonium zonale		R.A. Lelliott P5				1957	1957		Yes		Fatty acid profile typical of Xylophilus sp.							https://ncppb.fera.co.uk/furtherinfo/532	
NCPPB 537					537	Pseudomonas syringae pv. lachrymans					Pseudomonas syringae pv. lachrymans (Smith & Bryan 1915) Young, Dye & Wilkie 1978	Pseudomonas lachrymans		(Smith & Bryan 1915) Young, Dye & Wilkie 1978	Bacteria	No	No	USA		2	NCPPB Primary Storage	Cucumis sativus			ATCC 7386	ex P.A. Ark PL3		1958	1935		Yes		Exhibits ice nucleation activity. Atypical REP-PCR profile.	ICMP 3988, CFBP 2104, LMG 5070, ATCC 7386		No				https://ncppb.fera.co.uk/furtherinfo/537	
NCPPB 538					538	Phaseolibacter flectens					Pseudomonas flectens Johnson 1956		Pseudomonas flectens (Johnson 1956)	Halpern et al. 2013	Bacteria	No	No	Australia		2	NCPPB Primary Storage	Phaseolus vulgaris.		J.C. Johnson 12780				1958	1957		No			ICPB PF101		No				https://ncppb.fera.co.uk/furtherinfo/538	
NCPPB 539					539	Phaseolibacter flectens					Pseudomonas flectens Johnson 1956		Pseudomonas flectens (Johnson 1956)	Halpern et al. 2013	Bacteria	Yes	No	Australia		2	NCPPB Primary Storage	Phaseolus vulgaris		J.C. Johnson 12339				1958	1956		No			ATCC 12775, ICPB PF102, ICMP 745, PDDCC 3656, DSM 27043, LMG 2187, CFBP 3281		No				https://ncppb.fera.co.uk/furtherinfo/539	
NCPPB 540					540	Pseudomonas syringae pv. lachrymans					Pseudomonas syringae pv. lachrymans (Smith & Bryan 1915) Young, Dye & Wilkie 1978	Pseudomonas lachrymans		(Smith & Bryan 1915) Young, Dye & Wilkie 1978	Bacteria	No	No	Denmark		2	NCPPB Primary Storage	Cucumis sativus		ex E. Hellmers	ICPB PL4	ex W.H. Burkholder		1958	1949		Yes					No				https://ncppb.fera.co.uk/furtherinfo/540	
NCPPB 541					541	Pseudomonas syringae pv. lachrymans					Pseudomonas syringae pv. lachrymans (Smith & Bryan 1915) Young, Dye & Wilkie 1978	Pseudomonas lachrymans		(Smith & Bryan 1915) Young, Dye & Wilkie 1978	Bacteria	No	No	Canada		2	NCPPB Primary Storage	Cucumis sativus		ex  Z.A. Patrick	ICPB PL5	ex W.H. Burkholder		1958	1951		Yes					No				https://ncppb.fera.co.uk/furtherinfo/541	
NCPPB 542					542	Pseudomonas syringae pv. lachrymans					Pseudomonas syringae pv. lachrymans (Smith & Bryan 1915) Young, Dye & Wilkie 1978	Pseudomonas lachrymans		(Smith & Bryan 1915) Young, Dye & Wilkie 1978	Bacteria	No	No	USA		2	NCPPB Primary Storage	Cucumis sativus		ex P.A. Ark Q	ICPB PL104			1958	1952		Yes					No				https://ncppb.fera.co.uk/furtherinfo/542	
NCPPB 543					543	Pseudomonas syringae pv. lachrymans					Pseudomonas syringae pv. lachrymans (Smith & Bryan 1915) Young, Dye & Wilkie 1978	Pseudomonas lachrymans		(Smith & Bryan 1915) Young, Dye & Wilkie 1978	Bacteria	No	No	USA		2	NCPPB Primary Storage	Cucumis sativus			ICPB PL103	ex P.A. Ark		1958	1950		Yes					No				https://ncppb.fera.co.uk/furtherinfo/543	
NCPPB 560					560	Pseudomonas syringae pv. morsprunorum					Pseudomonas syringae pv. morsprunorum (Wormald 1931) Young, Dye & Wilkie 1978	Pseudomonas morsprunorum		(Wormald 1931) Young, Dye & Wilkie 1978	Bacteria	No	No	UK							J.E. Crosse		NA 3	1958	1956		Yes		Whole genome sequencing places this strain with other Race 1 Psm in the Pseudomonas amygdali clade (NCPPB May 2026)	ATCC 33191		No				https://ncppb.fera.co.uk/furtherinfo/560	
NCPPB 588	SAMN42036871 	 		PSE_AA6813AA 	588	Pseudomonas syringae pv. garcae					Pseudomonas syringae pv. garcae (Amaral et al. 1956) Young, Dye & Wilkie 1978	Pseudomonas garcae		(do Amaral et al. 1956) Young, Dye & Wilkie 1978	Bacteria	No	Yes	Brazil		2	NCPPB Primary Storage	Coffea arabica			A.P. Viegas	ex C.G. Teixeira		1958			No			ATCC 19864, ICMP 4323, CFBP 1634, LMG 5064		No				https://ncppb.fera.co.uk/furtherinfo/588	 title = NCPPB588-draft; strain = NCPPB588; 
NCPPB 600					600	Pseudomonas syringae pv. coronafaciens					Pseudomonas syringae pv. coronafaciens (Elliott 1920) Young, Dye & Wilkie 1978	Pseudomonas. coronafaciens		(Elliott 1920) Young, Dye & Wilkie 1978	Bacteria	No	Yes	UK				Avena sativa		R.A. Lelliott 03				1958	1958		Yes			ICMP 3113, CFBP 2216, LMG 5060		No				https://ncppb.fera.co.uk/furtherinfo/600	
NCPPB 603					603	Pseudomonas syringae pv. aptata					Pseudomonas syringae pv. aptata (Brown & Jamieson 1913) Young, Dye & Wilkie 1978	Pseudomonas aptata		(Brown & Jamieson 1913) Young, Dye & Wilkie 1978	Bacteria	No	No	USA (California)		2	NCPPB Primary Storage	Beta vulgaris (sugar beet)		P. A. Ark	ICPB PA105	ex NRRL B-789		1958	1948		No			ATCC 10205, ICMP 4387		No				https://ncppb.fera.co.uk/furtherinfo/603	
NCPPB 604					604	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas phaseolicola Burkholder 1926	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	UK				Phaseolus coccineus		E. Billing P45				1958	1958		Yes		Race 1							https://ncppb.fera.co.uk/furtherinfo/604	
NCPPB 605					605	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas phaseolicola Burkholder 1926	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	UK				Phaseolus coccineus		E. Billing P44				1958	1958		Yes		Race 1							https://ncppb.fera.co.uk/furtherinfo/605	
NCPPB 606					606	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas phaseolicola Burkholder 1926	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	UK				Phaseolus coccineus.		E. Billing P42				1958	1958		Yes									https://ncppb.fera.co.uk/furtherinfo/606	
NCPPB 609					609	Trinickia caryophylli					Burkholderia caryophylli (Burkholder 1942) Yabuuchi et al. 1993	Pseudomonas caryophylli	Pseudomonas caryophylli (Burkholder 1942) Starr and Burkholder 1942, Burkholderia caryophylli (Burkholder 1942) Yabuuchi et al. 1993, Paraburkholderia caryophilli (Yabuuchi et al. 1993) Sawana et al. 2014	(Burkholder 1942) Estrada-de Los Santos et al. 2018	Bacteria	No	No	UK				Dianthus caryophyllus		R.A. Lelliott				1958	1958		Yes			ICPB PC131						https://ncppb.fera.co.uk/furtherinfo/609	
NCPPB 616					616	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Trinidad				Solanum lycopersicum		ex J.A. Spence	W.J. Dowson			1959	1957		Yes		Biovar I							https://ncppb.fera.co.uk/furtherinfo/616	
NCPPB 617					617	Pseudomonas syringae pv. morsprunorum					Pseudomonas syringae pv. morsprunorum (Wormald 1931) Young, Dye & Wilkie 1978	Pseudomonas morsprunorum		(Wormald 1931) Young, Dye & Wilkie 1978	Bacteria	No	No	Netherlands				Prunus avium.		ex A. Fuchs F18	P. Matthews			1959	1955		Yes		Whole genome sequencing places this strain with other Race 1 Psm in the Pseudomonas amygdali clade (NCPPB May 2026)			No				https://ncppb.fera.co.uk/furtherinfo/617	
NCPPB 620					620	Pseudomonas syringae pv. morsprunorum					Pseudomonas syringae pv. morsprunorum (Wormald 1931) Young, Dye & Wilkie 1978	Pseudomonas morsprunorum		(Wormald 1931) Young, Dye & Wilkie 1978	Bacteria	No	No	UK				Prunus avium		ex E. Billing P49	P. Matthews			1959	1958		Yes		Whole genome sequencing places this strain with other Race 1 Psm in the Pseudomonas amygdali clade (NCPPB May 2026)			No				https://ncppb.fera.co.uk/furtherinfo/620	
NCPPB 624					624	Psuedomonas syringae pv. morsprunorum						Pseudomonas morsprunorum		(Wormald 1931) Young, Dye & Wilkie 197	Bacteria	No	No	Netherlands				Prunus avium.		ex A Fuchs F3	P. Matthews			1959	1953		Yes									https://ncppb.fera.co.uk/furtherinfo/624	
NCPPB 625					625	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	P. morsprunorum		van Hall 1902	Bacteria	No	No	Unknown				Prunus sp.			P. Matthews	ex A. Fuchs F17		1959			No		Lopat 1a	ICMP 3682		No				https://ncppb.fera.co.uk/furtherinfo/625	
NCPPB 626					626	Pseudomonas sp.	Pseudomonas				Pseudomonas sp. Migula 1894	Pseudomonas mors-prunorum triloba	Pseudomonas syringae pv. morsprunorum (Wormald 1931) Young, Dye & Wilkie 1978	Migula 1894	Bacteria	No	No								P. Matthews	ex BBLB-D		1959			No		Whole genome sequencing does not place this strain with other Race 2 Psm in the Pseudomonas avellanae clade (NCPPB May 2026).			No				https://ncppb.fera.co.uk/furtherinfo/626	
NCPPB 628					628	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	Netherlands				Prunus persica		ex A. Fuchs F14	P. Matthews			1959	1954		No		REP-PCR group of strains from Rosaceae Willows and Poplar.Genomospecies 2?			No				https://ncppb.fera.co.uk/furtherinfo/628	
NCPPB 635					635	Pseudomonas viridiflava					Pseudomonas viridiflava (Burkholder 1930) Dowson 1939	Pseudomonas viridiflava		(Burkholder 1930) Dowson 1939	Bacteria	Yes	No	Switzerland				Phaseolus sp.		ex W.H. Burkholder PV6	ATCC 13223			1957	1927		No		LOPAT Group II	ICMP 2848, NRRL B-895, ATCC 13223, CFBP 2107, DSMZ 11124, LMG 2352						https://ncppb.fera.co.uk/furtherinfo/635	
NCPPB 636					636	Pseudomonas viridiflava					Pseudomonas viridiflava (Burkholder 1930) Dowson 1939	Pseudomonas viridiflava		(Burkholder 1930) Dowson 1939	Bacteria	No	No					Phaseolus sp.		ex W.H. Burkholder PV5	ATCC 13222			1959			No		LOPAT Group II.							https://ncppb.fera.co.uk/furtherinfo/636	
NCPPB 639					639	Pseudomonas savastanoi pv. savastanoi					Pseudomonas savastanoi pv. savastanoi (ex Smith 1908) Gardan et al. 1992	Pseudomonas savastanoi Smith 1908	Pseudomonas syringae pv. savastanoi (ex Smith 1908) Young Dye & Wilkie 1978	(ex Smith 1908) Gardan et al. 1992	Bacteria	Yes	Yes	Yugoslavia				Olea europaea		ex D. Sutic	A.C. Hayward			1959			Yes		Exhibits ice nucleation activity	ATCC 13522, ICMP 4352, CFBP 1670, L MG 2209						https://ncppb.fera.co.uk/furtherinfo/639	
