biosample	biosample_id	organism	taxid	title	Assembly_method	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	ENA_first_public	ENA_last_update	External_Id	GUNC_clade_separation_score	GUNC_contamination_score	GUNC_reference_representation_score	GUNC_version	Genome_Coverage	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Isolate_code	Isolate_name	MAG_coverage_software	SPIRE_genome_cluster	SPIRE_genome_id	Sequencing_Method	Submitter_Id	Version	age	assembly_quality	assembly_software	binning_parameters	binning_software	biomaterial_provider	biome	broad-scale_environmental_context	coll_site_geo_feat	collected_by	collection-date	collection_date	common_name	completeness_score	completeness_software	contamination_score	contig_N50	country	cultivar	culture-collection	culture_collection	depth	derived-from	derived-from-SRA	derived_from	derived_from_assembly	ecotype	elev	env_biome	env_broad_scale	env_feature	env_local_scale	env_material	env_medium	environmental-sample	environmental_medium	feature	food_product_type	genotype	geo_loc_name	geographic_location__country_and_or_sea_	geographic_location__latitude_	geographic_location__longitude_	geographic_location__region_and_locality_	host	host_common_name	host_genotype	host_health_state	host_scientific_name	host_taxid	host_tissue_sampled	identified_by	ifsac_category	isol_growth_condt	isolate	isolate_name_alias	isolation-source	isolation_source	lat_lon	linked_to_SPIRE_sample	linked_to_SPIRE_study	linked_to_analysis_project	local_environmental_context	material	metagenome-source	metagenome_source	metagenomic	metagenomic_source	note	num_replicons	number_of_contigs	plant_body_site	project_name	ref_biomaterial	replicate	sample-type	sample_code	sample_derived_from	sample_name	sample_type	scientific_name	soil_horizon	strain	subsrc_note	taxonomic_classification	taxonomic_classification_software	taxonomic_identity_marker	temp	tissue	type-material
SAMEA104472173	9554956	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:42Z	2018-06-18T18:20:54Z			SAMEA104472173							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:42Z	2018-06-18T18:20:54Z	public							p21.A4														Pseudomonas sp. 286																																																																		p21.A4		Pseudomonas sp. 286									
SAMEA104472174	9554957	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:42Z	2018-06-18T18:20:56Z			SAMEA104472174							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:42Z	2018-06-18T18:20:56Z	public							p21.A5														Pseudomonas sp. 286																																																																		p21.A5		Pseudomonas sp. 286									
SAMEA104472175	9554958	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:42Z	2018-06-18T18:20:56Z			SAMEA104472175							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:42Z	2018-06-18T18:20:56Z	public							p21.A7														Pseudomonas sp. 286																																																																		p21.A7		Pseudomonas sp. 286									
SAMEA104472176	9554959	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:43Z	2018-06-18T18:20:56Z			SAMEA104472176							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:43Z	2018-06-18T18:20:56Z	public							p21.A8														Pseudomonas sp. 286																																																																		p21.A8		Pseudomonas sp. 286									
SAMEA104472177	9554960	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:43Z	2018-06-18T18:20:56Z			SAMEA104472177							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:43Z	2018-06-18T18:20:56Z	public							p21.A9														Pseudomonas sp. 286																																																																		p21.A9		Pseudomonas sp. 286									
SAMEA104472178	9554961	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:43Z	2018-06-18T18:20:56Z			SAMEA104472178							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:43Z	2018-06-18T18:20:56Z	public							p21.B10														Pseudomonas sp. 286																																																																		p21.B10		Pseudomonas sp. 286									
SAMEA104472179	9554962	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:44Z	2018-06-18T18:20:56Z			SAMEA104472179							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:44Z	2018-06-18T18:20:56Z	public							p21.B11														Pseudomonas sp. 286																																																																		p21.B11		Pseudomonas sp. 286									
SAMEA104472180	9554963	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:44Z	2018-06-18T18:20:56Z			SAMEA104472180							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:44Z	2018-06-18T18:20:56Z	public							p21.B12														Pseudomonas sp. 286																																																																		p21.B12		Pseudomonas sp. 286									
SAMEA104472181	9554964	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:44Z	2018-06-18T18:20:56Z			SAMEA104472181							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:44Z	2018-06-18T18:20:56Z	public							p21.B1														Pseudomonas sp. 286																																																																		p21.B1		Pseudomonas sp. 286									
SAMEA104472182	9554965	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:44Z	2018-06-18T18:20:56Z			SAMEA104472182							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:44Z	2018-06-18T18:20:56Z	public							p21.B2														Pseudomonas sp. 286																																																																		p21.B2		Pseudomonas sp. 286									
SAMEA104472183	9554966	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:45Z	2018-06-18T18:20:56Z			SAMEA104472183							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:45Z	2018-06-18T18:20:56Z	public							p21.B3														Pseudomonas sp. 286																																																																		p21.B3		Pseudomonas sp. 286									
SAMEA104472184	9554967	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:45Z	2018-06-18T18:20:56Z			SAMEA104472184							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:45Z	2018-06-18T18:20:56Z	public							p21.B4														Pseudomonas sp. 286																																																																		p21.B4		Pseudomonas sp. 286									
SAMEA104472185	9554968	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:46Z	2018-06-18T18:20:56Z			SAMEA104472185							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:46Z	2018-06-18T18:20:56Z	public							p21.B5														Pseudomonas sp. 286																																																																		p21.B5		Pseudomonas sp. 286									
SAMEA104472186	9554969	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:46Z	2018-06-18T18:20:56Z			SAMEA104472186							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:46Z	2018-06-18T18:20:56Z	public							p21.B7														Pseudomonas sp. 286																																																																		p21.B7		Pseudomonas sp. 286									
SAMEA104472187	9554970	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:46Z	2018-06-18T18:20:56Z			SAMEA104472187							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:46Z	2018-06-18T18:20:56Z	public							p21.B8														Pseudomonas sp. 286																																																																		p21.B8		Pseudomonas sp. 286									
SAMEA104472188	9554971	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:47Z	2018-06-18T18:20:56Z			SAMEA104472188							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:47Z	2018-06-18T18:20:56Z	public							p21.B9														Pseudomonas sp. 286																																																																		p21.B9		Pseudomonas sp. 286									
SAMEA104472189	9554972	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:47Z	2018-06-18T18:20:56Z			SAMEA104472189							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:47Z	2018-06-18T18:20:56Z	public							p21.C10														Pseudomonas sp. 286																																																																		p21.C10		Pseudomonas sp. 286									
SAMEA104472190	9554973	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:47Z	2018-06-18T18:20:56Z			SAMEA104472190							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:47Z	2018-06-18T18:20:56Z	public							p21.C11														Pseudomonas sp. 286																																																																		p21.C11		Pseudomonas sp. 286									
SAMEA104472191	9554974	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:49Z	2018-06-18T18:20:56Z			SAMEA104472191							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:49Z	2018-06-18T18:20:56Z	public							p21.C12														Pseudomonas sp. 286																																																																		p21.C12		Pseudomonas sp. 286									
SAMEA104472192	9554975	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:49Z	2018-06-18T18:20:55Z			SAMEA104472192							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:49Z	2018-06-18T18:20:55Z	public							p21.C1														Pseudomonas sp. 286																																																																		p21.C1		Pseudomonas sp. 286									
SAMEA104472193	9554976	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:49Z	2018-06-18T18:20:55Z			SAMEA104472193							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:49Z	2018-06-18T18:20:55Z	public							p21.C2														Pseudomonas sp. 286																																																																		p21.C2		Pseudomonas sp. 286									
SAMEA104472194	9554977	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:50Z	2018-06-18T18:20:55Z			SAMEA104472194							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:50Z	2018-06-18T18:20:55Z	public							p21.C3														Pseudomonas sp. 286																																																																		p21.C3		Pseudomonas sp. 286									
SAMEA104472195	9554978	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:50Z	2018-06-18T18:20:54Z			SAMEA104472195							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:50Z	2018-06-18T18:20:54Z	public							p21.C4														Pseudomonas sp. 286																																																																		p21.C4		Pseudomonas sp. 286									
SAMEA104472196	9554979	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:50Z	2018-06-18T18:20:54Z			SAMEA104472196							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:50Z	2018-06-18T18:20:54Z	public							p21.C5														Pseudomonas sp. 286																																																																		p21.C5		Pseudomonas sp. 286									
SAMEA104472197	9554980	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:51Z	2018-06-18T18:20:54Z			SAMEA104472197							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:51Z	2018-06-18T18:20:54Z	public							p21.C7														Pseudomonas sp. 286																																																																		p21.C7		Pseudomonas sp. 286									
SAMEA104472198	9554981	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:51Z	2018-06-18T18:20:54Z			SAMEA104472198							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:51Z	2018-06-18T18:20:54Z	public							p21.C8														Pseudomonas sp. 286																																																																		p21.C8		Pseudomonas sp. 286									
SAMEA104472199	9554982	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:53Z	2018-06-18T18:20:54Z			SAMEA104472199							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:53Z	2018-06-18T18:20:54Z	public							p21.C9														Pseudomonas sp. 286																																																																		p21.C9		Pseudomonas sp. 286									
SAMEA104472200	9554983	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:54Z	2018-06-18T18:20:54Z			SAMEA104472200							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:54Z	2018-06-18T18:20:54Z	public							p21.D10														Pseudomonas sp. 286																																																																		p21.D10		Pseudomonas sp. 286									
SAMEA104472201	9554984	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:55Z	2018-06-18T18:20:54Z			SAMEA104472201							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:55Z	2018-06-18T18:20:54Z	public							p21.D11														Pseudomonas sp. 286																																																																		p21.D11		Pseudomonas sp. 286									
SAMEA104472202	9554985	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:57Z	2018-06-18T18:20:54Z			SAMEA104472202							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:57Z	2018-06-18T18:20:54Z	public							p21.D1														Pseudomonas sp. 286																																																																		p21.D1		Pseudomonas sp. 286									
SAMEA104472203	9554986	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:46:58Z	2018-06-18T18:20:54Z			SAMEA104472203							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:46:58Z	2018-06-18T18:20:54Z	public							p21.D2														Pseudomonas sp. 286																																																																		p21.D2		Pseudomonas sp. 286									
SAMEA104472204	9554987	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:00Z	2018-06-18T18:20:54Z			SAMEA104472204							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:00Z	2018-06-18T18:20:54Z	public							p21.D3														Pseudomonas sp. 286																																																																		p21.D3		Pseudomonas sp. 286									
SAMEA104472205	9554988	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:02Z	2018-06-18T18:20:54Z			SAMEA104472205							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:02Z	2018-06-18T18:20:54Z	public							p21.D4														Pseudomonas sp. 286																																																																		p21.D4		Pseudomonas sp. 286									
SAMEA104472206	9554989	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:03Z	2018-06-18T18:20:54Z			SAMEA104472206							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:03Z	2018-06-18T18:20:54Z	public							p21.D5														Pseudomonas sp. 286																																																																		p21.D5		Pseudomonas sp. 286									
SAMEA104472207	9554990	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:04Z	2018-06-18T18:20:54Z			SAMEA104472207							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:04Z	2018-06-18T18:20:54Z	public							p21.D7														Pseudomonas sp. 286																																																																		p21.D7		Pseudomonas sp. 286									
SAMEA104472208	9554991	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:04Z	2018-06-18T18:20:54Z			SAMEA104472208							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:04Z	2018-06-18T18:20:54Z	public							p21.D8														Pseudomonas sp. 286																																																																		p21.D8		Pseudomonas sp. 286									
SAMEA104472209	9554992	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:04Z	2018-06-18T18:20:54Z			SAMEA104472209							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:04Z	2018-06-18T18:20:54Z	public							p21.D9														Pseudomonas sp. 286																																																																		p21.D9		Pseudomonas sp. 286									
SAMEA104472210	9554993	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:05Z	2018-06-18T18:20:54Z			SAMEA104472210							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:05Z	2018-06-18T18:20:54Z	public							p21.E10														Pseudomonas sp. 286																																																																		p21.E10		Pseudomonas sp. 286									
SAMEA104472211	9554994	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:05Z	2018-06-18T18:20:54Z			SAMEA104472211							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:05Z	2018-06-18T18:20:54Z	public							p21.E11														Pseudomonas sp. 286																																																																		p21.E11		Pseudomonas sp. 286									
SAMEA104472212	9554995	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:05Z	2018-06-18T18:20:54Z			SAMEA104472212							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:05Z	2018-06-18T18:20:54Z	public							p21.E12														Pseudomonas sp. 286																																																																		p21.E12		Pseudomonas sp. 286									
SAMEA104472213	9554996	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:06Z	2018-06-18T18:20:54Z			SAMEA104472213							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:06Z	2018-06-18T18:20:54Z	public							p21.E1														Pseudomonas sp. 286																																																																		p21.E1		Pseudomonas sp. 286									
SAMEA104472214	9554997	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:06Z	2018-06-18T18:20:54Z			SAMEA104472214							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:06Z	2018-06-18T18:20:54Z	public							p21.E2														Pseudomonas sp. 286																																																																		p21.E2		Pseudomonas sp. 286									
SAMEA104472215	9554998	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:06Z	2018-06-18T18:20:54Z			SAMEA104472215							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:06Z	2018-06-18T18:20:54Z	public							p21.E3														Pseudomonas sp. 286																																																																		p21.E3		Pseudomonas sp. 286									
SAMEA104472216	9554999	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:07Z	2018-06-18T18:20:54Z			SAMEA104472216							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:07Z	2018-06-18T18:20:54Z	public							p21.E4														Pseudomonas sp. 286																																																																		p21.E4		Pseudomonas sp. 286									
SAMEA104472217	9555000	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:07Z	2018-06-18T18:20:54Z			SAMEA104472217							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:07Z	2018-06-18T18:20:54Z	public							p21.E5														Pseudomonas sp. 286																																																																		p21.E5		Pseudomonas sp. 286									
SAMEA104472218	9555001	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:07Z	2018-06-18T18:20:54Z			SAMEA104472218							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:07Z	2018-06-18T18:20:54Z	public							p21.E7														Pseudomonas sp. 286																																																																		p21.E7		Pseudomonas sp. 286									
SAMEA104472219	9555002	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:47:08Z	2018-06-18T18:20:54Z			SAMEA104472219							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:47:08Z	2018-06-18T18:20:54Z	public							p21.E8														Pseudomonas sp. 286																																																																		p21.E8		Pseudomonas sp. 286									
